sps,test,model,run,PA,score,Cutoff,Sensitivity,Specificity
Gpol,TSS,SRE,RUN1,PA1,0.618,495,81.432,80.411
Gpol,ROC,SRE,RUN1,PA1,0.809,NA,NA,NA
Gpol,FAR,SRE,RUN1,PA1,0.643,495,81.432,80.411
Gpol,SR,SRE,RUN1,PA1,0.643,495,81.432,80.411
Gpol,ACCURACY,SRE,RUN1,PA1,0.807,495,81.432,80.411
Gpol,BIAS,SRE,RUN1,PA1,0.734,495,81.432,80.411
Gpol,POD,SRE,RUN1,PA1,0.814,495,81.432,80.411
Gpol,CSI,SRE,RUN1,PA1,0.561,495,81.432,80.411
Gpol,ETS,SRE,RUN1,PA1,0.404,495,81.432,80.411
Gpol,KAPPA,RF,RUN1,PA1,0.934,708,95.087,98.124
Gpol,TSS,RF,RUN1,PA1,0.938,436,96.586,97.222
Gpol,ROC,RF,RUN1,PA1,0.994,NA,NA,NA
Gpol,FAR,RF,RUN1,PA1,0.986,980,87.094,99.423
Gpol,SR,RF,RUN1,PA1,0.986,980,87.094,99.423
Gpol,ACCURACY,RF,RUN1,PA1,0.972,708,95.087,98.124
Gpol,BIAS,RF,RUN1,PA1,1,658,95.254,97.944
Gpol,POD,RF,RUN1,PA1,1,3,100,0
Gpol,CSI,RF,RUN1,PA1,0.912,708,95.087,98.124
Gpol,ETS,RF,RUN1,PA1,0.877,708,95.087,98.124
Gpol,KAPPA,GLM,RUN2,PA1,0.735,686,82.265,91.558
Gpol,TSS,GLM,RUN2,PA1,0.764,479,89.592,86.724
Gpol,ROC,GLM,RUN2,PA1,0.942,NA,NA,NA
Gpol,FAR,GLM,RUN2,PA1,0.874,902,58.951,96.356
Gpol,SR,GLM,RUN2,PA1,0.874,902,58.951,96.356
Gpol,ACCURACY,GLM,RUN2,PA1,0.888,723,80.849,92.244
Gpol,BIAS,GLM,RUN2,PA1,0.998,704,81.432,91.775
Gpol,POD,GLM,RUN2,PA1,1,28,100,0
Gpol,CSI,GLM,RUN2,PA1,0.69,563,87.594,88.348
Gpol,ETS,GLM,RUN2,PA1,0.581,686,82.265,91.558
Gpol,KAPPA,ANN,RUN2,PA1,0.791,580,91.507,90.548
Gpol,TSS,ANN,RUN2,PA1,0.829,410,93.672,89.214
Gpol,ROC,ANN,RUN2,PA1,0.958,NA,NA,NA
Gpol,FAR,ANN,RUN2,PA1,0.923,950,33.722,98.737
Gpol,SR,ANN,RUN2,PA1,0.923,950,33.722,98.737
Gpol,ACCURACY,ANN,RUN2,PA1,0.908,590,91.424,90.584
Gpol,BIAS,ANN,RUN2,PA1,0.997,826,83.764,92.929
Gpol,POD,ANN,RUN2,PA1,0.998,22,100,0
Gpol,CSI,ANN,RUN2,PA1,0.751,580,91.507,90.548
Gpol,ETS,ANN,RUN2,PA1,0.654,580,91.507,90.548
Gpol,KAPPA,SRE,RUN2,PA1,0.566,495,81.848,79.473
Gpol,TSS,SRE,RUN2,PA1,0.613,495,81.848,79.473
Gpol,ROC,SRE,RUN2,PA1,0.807,NA,NA,NA
Gpol,FAR,SRE,RUN2,PA1,0.633,495,81.848,79.473
Gpol,SR,SRE,RUN2,PA1,0.633,495,81.848,79.473
Gpol,ACCURACY,SRE,RUN2,PA1,0.802,495,81.848,79.473
Gpol,BIAS,SRE,RUN2,PA1,0.708,495,81.848,79.473
Gpol,POD,SRE,RUN2,PA1,0.818,495,81.848,79.473
Gpol,CSI,SRE,RUN2,PA1,0.555,495,81.848,79.473
Gpol,ETS,SRE,RUN2,PA1,0.395,495,81.848,79.473
Gpol,KAPPA,RF,RUN2,PA1,0.942,839,94.338,98.954
Gpol,TSS,RF,RUN2,PA1,0.939,466,96.503,97.439
Gpol,ROC,RF,RUN2,PA1,0.994,NA,NA,NA
Gpol,FAR,RF,RUN2,PA1,0.991,990,88.177,99.639
Gpol,SR,RF,RUN2,PA1,0.991,990,88.177,99.639
Gpol,ACCURACY,RF,RUN2,PA1,0.976,849,94.255,98.99
Gpol,BIAS,RF,RUN2,PA1,0.999,602,95.42,98.052
Gpol,POD,RF,RUN2,PA1,0.997,3,100,0
Gpol,CSI,RF,RUN2,PA1,0.921,839,94.338,98.954
Gpol,ETS,RF,RUN2,PA1,0.89,839,94.338,98.954
Gpol,KAPPA,GLM,RUN3,PA1,0.737,565,85.762,89.791
Gpol,TSS,GLM,RUN3,PA1,0.757,481,87.427,88.276
Gpol,ROC,GLM,RUN3,PA1,0.943,NA,NA,NA
Gpol,FAR,GLM,RUN3,PA1,0.885,932,42.465,97.547
Gpol,SR,GLM,RUN3,PA1,0.885,932,42.465,97.547
Gpol,ACCURACY,GLM,RUN3,PA1,0.886,570,85.679,89.863
Gpol,BIAS,GLM,RUN3,PA1,0.995,650,80.766,91.45
Gpol,POD,GLM,RUN3,PA1,1,30,100,0
Gpol,CSI,GLM,RUN3,PA1,0.695,565,85.762,89.791
Gpol,ETS,GLM,RUN3,PA1,0.583,565,85.762,89.791
Gpol,KAPPA,ANN,RUN3,PA1,0.8,640,87.094,93.398
Gpol,TSS,ANN,RUN3,PA1,0.811,525,89.259,91.847
Gpol,ROC,ANN,RUN3,PA1,0.963,NA,NA,NA
Gpol,FAR,ANN,RUN3,PA1,0.974,966,45.545,99.459
Gpol,SR,ANN,RUN3,PA1,0.974,966,45.545,99.459
Gpol,ACCURACY,ANN,RUN3,PA1,0.915,640,87.094,93.398
Gpol,BIAS,ANN,RUN3,PA1,0.999,669,85.429,93.687
Gpol,POD,ANN,RUN3,PA1,0.995,26,100,0
Gpol,CSI,ANN,RUN3,PA1,0.756,621,87.51,93.146
Gpol,ETS,ANN,RUN3,PA1,0.666,640,87.094,93.398
Gpol,KAPPA,SRE,RUN3,PA1,0.555,495,79.267,80.159
Gpol,TSS,SRE,RUN3,PA1,0.594,495,79.267,80.159
Gpol,ROC,SRE,RUN3,PA1,0.797,NA,NA,NA
Gpol,FAR,SRE,RUN3,PA1,0.634,495,79.267,80.159
Gpol,SR,SRE,RUN3,PA1,0.634,495,79.267,80.159
Gpol,ACCURACY,SRE,RUN3,PA1,0.799,495,79.267,80.159
Gpol,BIAS,SRE,RUN3,PA1,0.749,495,79.267,80.159
Gpol,POD,SRE,RUN3,PA1,0.793,495,79.267,80.159
Gpol,CSI,SRE,RUN3,PA1,0.544,495,79.267,80.159
Gpol,ETS,SRE,RUN3,PA1,0.384,495,79.267,80.159
Gpol,KAPPA,RF,RUN3,PA1,0.93,708,94.338,98.232
Gpol,TSS,RF,RUN3,PA1,0.928,562,95.087,97.691
Gpol,ROC,RF,RUN3,PA1,0.992,NA,NA,NA
Gpol,FAR,RF,RUN3,PA1,0.987,989,85.429,99.531
Gpol,SR,RF,RUN3,PA1,0.987,989,85.429,99.531
Gpol,ACCURACY,RF,RUN3,PA1,0.971,708,94.338,98.232
Gpol,BIAS,RF,RUN3,PA1,0.999,597,94.921,97.835
Gpol,POD,RF,RUN3,PA1,1,4,100,0
Gpol,CSI,RF,RUN3,PA1,0.906,708,94.338,98.232
Gpol,ETS,RF,RUN3,PA1,0.869,708,94.338,98.232
Gpol,KAPPA,GLM,RUN4,PA1,0.727,583,86.345,88.781
Gpol,TSS,GLM,RUN4,PA1,0.757,498,88.593,87.157
Gpol,ROC,GLM,RUN4,PA1,0.941,NA,NA,NA
Gpol,FAR,GLM,RUN4,PA1,0.884,930,44.13,97.511
Gpol,SR,GLM,RUN4,PA1,0.884,930,44.13,97.511
Gpol,ACCURACY,GLM,RUN4,PA1,0.882,723,80.516,91.486
Gpol,BIAS,GLM,RUN4,PA1,0.999,723,80.516,91.486
Gpol,POD,GLM,RUN4,PA1,1,33.5,100,39.033
Gpol,CSI,GLM,RUN4,PA1,0.686,583,86.345,88.781
Gpol,ETS,GLM,RUN4,PA1,0.571,583,86.345,88.781
Gpol,KAPPA,ANN,RUN4,PA1,0.75,701,86.511,90.224
Gpol,TSS,ANN,RUN4,PA1,0.781,392,93.006,85.137
Gpol,ROC,ANN,RUN4,PA1,0.945,NA,NA,NA
Gpol,FAR,ANN,RUN4,PA1,0.89,944,37.136,97.944
Gpol,SR,ANN,RUN4,PA1,0.89,944,37.136,97.944
Gpol,ACCURACY,ANN,RUN4,PA1,0.892,701,86.511,90.224
Gpol,BIAS,ANN,RUN4,PA1,0.993,719,81.515,91.595
Gpol,POD,ANN,RUN4,PA1,1,28,100,0
Gpol,CSI,ANN,RUN4,PA1,0.708,701,86.511,90.224
Gpol,ETS,ANN,RUN4,PA1,0.6,701,86.511,90.224
Gpol,KAPPA,SRE,RUN4,PA1,0.572,495,81.515,80.123
Gpol,TSS,SRE,RUN4,PA1,0.616,495,81.515,80.123
Gpol,ROC,SRE,RUN4,PA1,0.808,NA,NA,NA
Gpol,FAR,SRE,RUN4,PA1,0.64,495,81.515,80.123
Gpol,SR,SRE,RUN4,PA1,0.64,495,81.515,80.123
Gpol,ACCURACY,SRE,RUN4,PA1,0.805,495,81.515,80.123
Gpol,BIAS,SRE,RUN4,PA1,0.726,495,81.515,80.123
Gpol,POD,SRE,RUN4,PA1,0.815,495,81.515,80.123
Gpol,CSI,SRE,RUN4,PA1,0.559,495,81.515,80.123
Gpol,ETS,SRE,RUN4,PA1,0.401,495,81.515,80.123
Gpol,KAPPA,RF,RUN4,PA1,0.936,718,95.171,98.232
Gpol,TSS,RF,RUN4,PA1,0.938,537,96.17,97.619
Gpol,ROC,RF,RUN4,PA1,0.995,NA,NA,NA
Gpol,FAR,RF,RUN4,PA1,0.985,990,87.677,99.387
Gpol,SR,RF,RUN4,PA1,0.985,990,87.677,99.387
Gpol,ACCURACY,RF,RUN4,PA1,0.973,799,94.588,98.485
Gpol,BIAS,RF,RUN4,PA1,1,668,95.42,98.016
Gpol,POD,RF,RUN4,PA1,0.999,3,100,0
Gpol,CSI,RF,RUN4,PA1,0.914,718,95.171,98.232
Gpol,ETS,RF,RUN4,PA1,0.88,718,95.171,98.232
Gpol,KAPPA,GLM,RUN5,PA1,0.735,554,87.094,88.961
Gpol,TSS,GLM,RUN5,PA1,0.762,489,88.343,87.843
Gpol,ROC,GLM,RUN5,PA1,0.941,NA,NA,NA
Gpol,FAR,GLM,RUN5,PA1,0.874,930,44.213,97.258
Gpol,SR,GLM,RUN5,PA1,0.874,930,44.213,97.258
Gpol,ACCURACY,GLM,RUN5,PA1,0.884,554,87.094,88.961
Gpol,BIAS,GLM,RUN5,PA1,0.998,695,79.85,91.162
Gpol,POD,GLM,RUN5,PA1,1,29,100,0
Gpol,CSI,GLM,RUN5,PA1,0.695,554,87.094,88.961
Gpol,ETS,GLM,RUN5,PA1,0.581,554,87.094,88.961
Gpol,KAPPA,ANN,RUN5,PA1,0.792,674,87.427,92.749
Gpol,TSS,ANN,RUN5,PA1,0.814,389,92.34,89.033
Gpol,ROC,ANN,RUN5,PA1,0.963,NA,NA,NA
Gpol,FAR,ANN,RUN5,PA1,0.968,959,45.878,99.351
Gpol,SR,ANN,RUN5,PA1,0.968,959,45.878,99.351
Gpol,ACCURACY,ANN,RUN5,PA1,0.911,674,87.427,92.749
Gpol,BIAS,ANN,RUN5,PA1,0.996,731,84.43,93.434
Gpol,POD,ANN,RUN5,PA1,1,28,100,0
Gpol,CSI,ANN,RUN5,PA1,0.749,674,87.427,92.749
Gpol,ETS,ANN,RUN5,PA1,0.656,674,87.427,92.749
Gpol,KAPPA,SRE,RUN5,PA1,0.519,495,74.771,80.159
Gpol,TSS,SRE,RUN5,PA1,0.549,495,74.771,80.159
Gpol,ROC,SRE,RUN5,PA1,0.775,NA,NA,NA
Gpol,FAR,SRE,RUN5,PA1,0.62,495,74.771,80.159
Gpol,SR,SRE,RUN5,PA1,0.62,495,74.771,80.159
Gpol,ACCURACY,SRE,RUN5,PA1,0.785,495,74.771,80.159
Gpol,BIAS,SRE,RUN5,PA1,0.794,495,74.771,80.159
Gpol,POD,SRE,RUN5,PA1,0.748,495,74.771,80.159
Gpol,CSI,SRE,RUN5,PA1,0.513,495,74.771,80.159
Gpol,ETS,SRE,RUN5,PA1,0.35,495,74.771,80.159
Gpol,KAPPA,RF,RUN5,PA1,0.937,698,94.754,98.485
Gpol,TSS,RF,RUN5,PA1,0.942,396,96.503,97.619
Gpol,ROC,RF,RUN5,PA1,0.993,NA,NA,NA
Gpol,FAR,RF,RUN5,PA1,0.992,990,86.511,99.711
Gpol,SR,RF,RUN5,PA1,0.992,990,86.511,99.711
Gpol,ACCURACY,RF,RUN5,PA1,0.974,698,94.754,98.485
Gpol,BIAS,RF,RUN5,PA1,0.999,547,95.504,98.016
Gpol,POD,RF,RUN5,PA1,0.996,4,100,0
Gpol,CSI,RF,RUN5,PA1,0.916,698,94.754,98.485
Gpol,ETS,RF,RUN5,PA1,0.882,698,94.754,98.485
Htri,KAPPA,GLM,RUN1,PA1,0.957,856,98.099,97.634
Htri,TSS,GLM,RUN1,PA1,0.957,856,98.099,97.634
Htri,ROC,GLM,RUN1,PA1,0.992,NA,NA,NA
Htri,FAR,GLM,RUN1,PA1,0.992,975,82.563,99.283
Htri,SR,GLM,RUN1,PA1,0.992,975,82.563,99.283
Htri,ACCURACY,GLM,RUN1,PA1,0.979,851.5,98.099,97.634
Htri,BIAS,GLM,RUN1,PA1,0.998,866,98.033,97.705
Htri,POD,GLM,RUN1,PA1,0.996,6,100,0
Htri,CSI,GLM,RUN1,PA1,0.96,847,98.132,97.598
Htri,ETS,GLM,RUN1,PA1,0.918,856,98.099,97.634
Htri,KAPPA,ANN,RUN1,PA1,0.965,659,98.23,98.315
Htri,TSS,ANN,RUN1,PA1,0.965,659,98.23,98.315
Htri,ROC,ANN,RUN1,PA1,0.991,NA,NA,NA
Htri,FAR,ANN,RUN1,PA1,0.991,981,91.708,99.139
Htri,SR,ANN,RUN1,PA1,0.991,981,91.708,99.139
Htri,ACCURACY,ANN,RUN1,PA1,0.983,649,98.23,98.315
Htri,BIAS,ANN,RUN1,PA1,1,585,98.328,98.171
Htri,POD,ANN,RUN1,PA1,0.999,10,100,0
Htri,CSI,ANN,RUN1,PA1,0.967,624,98.328,98.207
Htri,ETS,ANN,RUN1,PA1,0.933,659,98.23,98.315
Htri,KAPPA,SRE,RUN1,PA1,0.818,495,83.645,98.709
Htri,TSS,SRE,RUN1,PA1,0.824,495,83.645,98.709
Htri,ROC,SRE,RUN1,PA1,0.912,NA,NA,NA
Htri,FAR,SRE,RUN1,PA1,0.986,495,83.645,98.709
Htri,SR,SRE,RUN1,PA1,0.986,495,83.645,98.709
Htri,ACCURACY,SRE,RUN1,PA1,0.908,495,83.645,98.709
Htri,BIAS,SRE,RUN1,PA1,0.848,495,83.645,98.709
Htri,POD,SRE,RUN1,PA1,0.836,495,83.645,98.709
Htri,CSI,SRE,RUN1,PA1,0.827,495,83.645,98.709
Htri,ETS,SRE,RUN1,PA1,0.692,495,83.645,98.709
Htri,KAPPA,RF,RUN1,PA1,0.982,535,99.115,99.104
Htri,TSS,RF,RUN1,PA1,0.982,535,99.115,99.104
Htri,ROC,RF,RUN1,PA1,0.998,NA,NA,NA
Htri,FAR,RF,RUN1,PA1,0.997,989,97.476,99.641
Htri,SR,RF,RUN1,PA1,0.997,989,97.476,99.641
Htri,ACCURACY,RF,RUN1,PA1,0.991,500,99.115,99.104
Htri,BIAS,RF,RUN1,PA1,1,475,99.148,99.068
Htri,POD,RF,RUN1,PA1,0.998,1,100,0
Htri,CSI,RF,RUN1,PA1,0.983,389,99.181,99.032
Htri,ETS,RF,RUN1,PA1,0.965,535,99.115,99.104
Htri,KAPPA,GLM,RUN2,PA1,0.953,847,97.804,97.454
Htri,TSS,GLM,RUN2,PA1,0.953,847,97.804,97.454
Htri,ROC,GLM,RUN2,PA1,0.99,NA,NA,NA
Htri,FAR,GLM,RUN2,PA1,0.991,975,82.694,99.104
Htri,SR,GLM,RUN2,PA1,0.991,975,82.694,99.104
Htri,ACCURACY,GLM,RUN2,PA1,0.976,827,97.968,97.275
Htri,BIAS,GLM,RUN2,PA1,1,857,97.706,97.526
Htri,POD,GLM,RUN2,PA1,0.993,7,100,0
Htri,CSI,GLM,RUN2,PA1,0.956,807,98.132,97.096
Htri,ETS,GLM,RUN2,PA1,0.91,847,97.804,97.454
Htri,KAPPA,ANN,RUN2,PA1,0.96,323,98.296,97.669
Htri,TSS,ANN,RUN2,PA1,0.96,323,98.296,97.669
Htri,ROC,ANN,RUN2,PA1,0.991,NA,NA,NA
Htri,FAR,ANN,RUN2,PA1,0.989,981,91.937,98.853
Htri,SR,ANN,RUN2,PA1,0.989,981,91.937,98.853
Htri,ACCURACY,ANN,RUN2,PA1,0.98,323,98.296,97.669
Htri,BIAS,ANN,RUN2,PA1,1,402,97.968,97.777
Htri,POD,ANN,RUN2,PA1,0.998,11,100,0
Htri,CSI,ANN,RUN2,PA1,0.962,323,98.296,97.669
Htri,ETS,ANN,RUN2,PA1,0.923,323,98.296,97.669
Htri,KAPPA,SRE,RUN2,PA1,0.813,495,83.612,98.279
Htri,TSS,SRE,RUN2,PA1,0.819,495,83.612,98.279
Htri,ROC,SRE,RUN2,PA1,0.909,NA,NA,NA
Htri,FAR,SRE,RUN2,PA1,0.982,495,83.612,98.279
Htri,SR,SRE,RUN2,PA1,0.982,495,83.612,98.279
Htri,ACCURACY,SRE,RUN2,PA1,0.906,495,83.612,98.279
Htri,BIAS,SRE,RUN2,PA1,0.852,495,83.612,98.279
Htri,POD,SRE,RUN2,PA1,0.836,495,83.612,98.279
Htri,CSI,SRE,RUN2,PA1,0.823,495,83.612,98.279
Htri,ETS,SRE,RUN2,PA1,0.685,495,83.612,98.279
Htri,KAPPA,RF,RUN2,PA1,0.982,404,99.443,98.709
Htri,TSS,RF,RUN2,PA1,0.982,404,99.443,98.709
Htri,ROC,RF,RUN2,PA1,0.998,NA,NA,NA
Htri,FAR,RF,RUN2,PA1,0.993,969,97.64,99.283
Htri,SR,RF,RUN2,PA1,0.993,969,97.64,99.283
Htri,ACCURACY,RF,RUN2,PA1,0.991,404,99.443,98.709
Htri,BIAS,RF,RUN2,PA1,1,722,99.049,98.96
Htri,POD,RF,RUN2,PA1,0.999,1,100,0
Htri,CSI,RF,RUN2,PA1,0.983,404,99.443,98.709
Htri,ETS,RF,RUN2,PA1,0.964,404,99.443,98.709
Htri,KAPPA,GLM,RUN3,PA1,0.959,817,98.82,97.024
Htri,TSS,GLM,RUN3,PA1,0.958,817,98.82,97.024
Htri,ROC,GLM,RUN3,PA1,0.99,NA,NA,NA
Htri,FAR,GLM,RUN3,PA1,0.99,975,83.481,99.104
Htri,SR,GLM,RUN3,PA1,0.99,975,83.481,99.104
Htri,ACCURACY,GLM,RUN3,PA1,0.98,817,98.82,97.024
Htri,BIAS,GLM,RUN3,PA1,1,876,97.673,97.383
Htri,POD,GLM,RUN3,PA1,0.996,6,100,0
Htri,CSI,GLM,RUN3,PA1,0.962,817,98.82,97.024
Htri,ETS,GLM,RUN3,PA1,0.921,817,98.82,97.024
Htri,KAPPA,ANN,RUN3,PA1,0.968,828.5,98.394,98.387
Htri,TSS,ANN,RUN3,PA1,0.968,828.5,98.394,98.387
Htri,ROC,ANN,RUN3,PA1,0.992,NA,NA,NA
Htri,FAR,ANN,RUN3,PA1,0.99,982,90.331,99.032
Htri,SR,ANN,RUN3,PA1,0.99,982,90.331,99.032
Htri,ACCURACY,ANN,RUN3,PA1,0.984,828.5,98.394,98.387
Htri,BIAS,ANN,RUN3,PA1,1,784,98.394,98.243
Htri,POD,ANN,RUN3,PA1,0.998,11,100,0
Htri,CSI,ANN,RUN3,PA1,0.97,828.5,98.394,98.387
Htri,ETS,ANN,RUN3,PA1,0.938,828.5,98.394,98.387
Htri,KAPPA,SRE,RUN3,PA1,0.827,495,84.759,98.53
Htri,TSS,SRE,RUN3,PA1,0.833,495,84.759,98.53
Htri,ROC,SRE,RUN3,PA1,0.916,NA,NA,NA
Htri,FAR,SRE,RUN3,PA1,0.984,495,84.759,98.53
Htri,SR,SRE,RUN3,PA1,0.984,495,84.759,98.53
Htri,ACCURACY,SRE,RUN3,PA1,0.913,495,84.759,98.53
Htri,BIAS,SRE,RUN3,PA1,0.861,495,84.759,98.53
Htri,POD,SRE,RUN3,PA1,0.848,495,84.759,98.53
Htri,CSI,SRE,RUN3,PA1,0.836,495,84.759,98.53
Htri,ETS,SRE,RUN3,PA1,0.706,495,84.759,98.53
Htri,KAPPA,RF,RUN3,PA1,0.981,318,99.443,98.638
Htri,TSS,RF,RUN3,PA1,0.981,318,99.443,98.638
Htri,ROC,RF,RUN3,PA1,0.998,NA,NA,NA
Htri,FAR,RF,RUN3,PA1,0.994,988,97.575,99.355
Htri,SR,RF,RUN3,PA1,0.994,988,97.575,99.355
Htri,ACCURACY,RF,RUN3,PA1,0.991,318,99.443,98.638
Htri,BIAS,RF,RUN3,PA1,1,676,98.951,98.817
Htri,POD,RF,RUN3,PA1,0.999,1,100,0
Htri,CSI,RF,RUN3,PA1,0.982,318,99.443,98.638
Htri,ETS,RF,RUN3,PA1,0.963,318,99.443,98.638
Htri,KAPPA,GLM,RUN4,PA1,0.96,818,98.132,97.813
Htri,TSS,GLM,RUN4,PA1,0.959,818,98.132,97.813
Htri,ROC,GLM,RUN4,PA1,0.991,NA,NA,NA
Htri,FAR,GLM,RUN4,PA1,0.993,976,81.711,99.355
Htri,SR,GLM,RUN4,PA1,0.993,976,81.711,99.355
Htri,ACCURACY,GLM,RUN4,PA1,0.98,818,98.132,97.813
Htri,BIAS,GLM,RUN4,PA1,0.999,828,97.935,97.849
Htri,POD,GLM,RUN4,PA1,0.994,7,100,0
Htri,CSI,GLM,RUN4,PA1,0.962,818,98.132,97.813
Htri,ETS,GLM,RUN4,PA1,0.922,818,98.132,97.813
Htri,KAPPA,ANN,RUN4,PA1,0.964,822,97.837,98.566
Htri,TSS,ANN,RUN4,PA1,0.964,822,97.837,98.566
Htri,ROC,ANN,RUN4,PA1,0.991,NA,NA,NA
Htri,FAR,ANN,RUN4,PA1,0.992,980,92.429,99.175
Htri,SR,ANN,RUN4,PA1,0.992,980,92.429,99.175
Htri,ACCURACY,ANN,RUN4,PA1,0.982,822,97.837,98.566
Htri,BIAS,ANN,RUN4,PA1,1,471,98.197,98.028
Htri,POD,ANN,RUN4,PA1,0.998,11,100,0
Htri,CSI,ANN,RUN4,PA1,0.966,822,97.837,98.566
Htri,ETS,ANN,RUN4,PA1,0.93,822,97.837,98.566
Htri,KAPPA,SRE,RUN4,PA1,0.81,495,82.924,98.709
Htri,TSS,SRE,RUN4,PA1,0.816,495,82.924,98.709
Htri,ROC,SRE,RUN4,PA1,0.908,NA,NA,NA
Htri,FAR,SRE,RUN4,PA1,0.986,495,82.924,98.709
Htri,SR,SRE,RUN4,PA1,0.986,495,82.924,98.709
Htri,ACCURACY,SRE,RUN4,PA1,0.905,495,82.924,98.709
Htri,BIAS,SRE,RUN4,PA1,0.841,495,82.924,98.709
Htri,POD,SRE,RUN4,PA1,0.829,495,82.924,98.709
Htri,CSI,SRE,RUN4,PA1,0.82,495,82.924,98.709
Htri,ETS,SRE,RUN4,PA1,0.681,495,82.924,98.709
Htri,KAPPA,RF,RUN4,PA1,0.984,354,99.279,99.068
Htri,TSS,RF,RUN4,PA1,0.983,354,99.279,99.068
Htri,ROC,RF,RUN4,PA1,0.998,NA,NA,NA
Htri,FAR,RF,RUN4,PA1,0.996,989,97.607,99.534
Htri,SR,RF,RUN4,PA1,0.996,989,97.607,99.534
Htri,ACCURACY,RF,RUN4,PA1,0.992,354,99.279,99.068
Htri,BIAS,RF,RUN4,PA1,1,505,99.181,99.104
Htri,POD,RF,RUN4,PA1,0.997,1,100,0
Htri,CSI,RF,RUN4,PA1,0.984,354,99.279,99.068
Htri,ETS,RF,RUN4,PA1,0.968,354,99.279,99.068
Htri,KAPPA,GLM,RUN5,PA1,0.962,807,98.656,97.454
Htri,TSS,GLM,RUN5,PA1,0.961,807,98.656,97.454
Htri,ROC,GLM,RUN5,PA1,0.993,NA,NA,NA
Htri,FAR,GLM,RUN5,PA1,0.994,975,83.022,99.319
Htri,SR,GLM,RUN5,PA1,0.994,975,83.022,99.319
Htri,ACCURACY,GLM,RUN5,PA1,0.981,807,98.656,97.454
Htri,BIAS,GLM,RUN5,PA1,0.999,866,98.132,97.705
Htri,POD,GLM,RUN5,PA1,0.996,6,100,0
Htri,CSI,GLM,RUN5,PA1,0.964,807,98.656,97.454
Htri,ETS,GLM,RUN5,PA1,0.926,807,98.656,97.454
Htri,KAPPA,ANN,RUN5,PA1,0.969,748,98.296,98.673
Htri,TSS,ANN,RUN5,PA1,0.97,748,98.296,98.673
Htri,ROC,ANN,RUN5,PA1,0.994,NA,NA,NA
Htri,FAR,ANN,RUN5,PA1,0.992,981,92.101,99.139
Htri,SR,ANN,RUN5,PA1,0.992,981,92.101,99.139
Htri,ACCURACY,ANN,RUN5,PA1,0.985,713,98.328,98.638
Htri,BIAS,ANN,RUN5,PA1,1,465,98.427,98.279
Htri,POD,ANN,RUN5,PA1,0.997,9,100,0
Htri,CSI,ANN,RUN5,PA1,0.971,703,98.328,98.638
Htri,ETS,ANN,RUN5,PA1,0.941,748,98.296,98.673
Htri,KAPPA,SRE,RUN5,PA1,0.815,495,83.481,98.602
Htri,TSS,SRE,RUN5,PA1,0.821,495,83.481,98.602
Htri,ROC,SRE,RUN5,PA1,0.91,NA,NA,NA
Htri,FAR,SRE,RUN5,PA1,0.985,495,83.481,98.602
Htri,SR,SRE,RUN5,PA1,0.985,495,83.481,98.602
Htri,ACCURACY,SRE,RUN5,PA1,0.907,495,83.481,98.602
Htri,BIAS,SRE,RUN5,PA1,0.848,495,83.481,98.602
Htri,POD,SRE,RUN5,PA1,0.835,495,83.481,98.602
Htri,CSI,SRE,RUN5,PA1,0.824,495,83.481,98.602
Htri,ETS,SRE,RUN5,PA1,0.688,495,83.481,98.602
Htri,KAPPA,RF,RUN5,PA1,0.986,262,99.705,98.817
Htri,TSS,RF,RUN5,PA1,0.985,262,99.705,98.817
Htri,ROC,RF,RUN5,PA1,0.999,NA,NA,NA
Htri,FAR,RF,RUN5,PA1,0.997,989,97.804,99.641
Htri,SR,RF,RUN5,PA1,0.997,989,97.804,99.641
Htri,ACCURACY,RF,RUN5,PA1,0.993,262,99.705,98.817
Htri,BIAS,RF,RUN5,PA1,1,727,99.148,99.068
Htri,POD,RF,RUN5,PA1,1,0,100,0
Htri,CSI,RF,RUN5,PA1,0.986,262,99.705,98.817
Htri,ETS,RF,RUN5,PA1,0.972,262,99.705,98.817
Llit,KAPPA,GLM,RUN1,PA1,0.982,425,99.578,98.483
Llit,TSS,GLM,RUN1,PA1,0.981,425,99.578,98.483
Llit,ROC,GLM,RUN1,PA1,0.997,NA,NA,NA
Llit,FAR,GLM,RUN1,PA1,0.996,978,91.918,99.458
Llit,SR,GLM,RUN1,PA1,0.996,978,91.918,99.458
Llit,ACCURACY,GLM,RUN1,PA1,0.992,425,99.578,98.483
Llit,BIAS,GLM,RUN1,PA1,1,769,99.179,98.664
Llit,POD,GLM,RUN1,PA1,1,2,100,0
Llit,CSI,GLM,RUN1,PA1,0.987,425,99.578,98.483
Llit,ETS,GLM,RUN1,PA1,0.965,425,99.578,98.483
Llit,KAPPA,ANN,RUN1,PA1,0.985,505,99.689,98.592
Llit,TSS,ANN,RUN1,PA1,0.983,505,99.689,98.592
Llit,ROC,ANN,RUN1,PA1,0.995,NA,NA,NA
Llit,FAR,ANN,RUN1,PA1,0.994,978,95.093,99.061
Llit,SR,ANN,RUN1,PA1,0.994,978,95.093,99.061
Llit,ACCURACY,ANN,RUN1,PA1,0.993,415,99.711,98.555
Llit,BIAS,ANN,RUN1,PA1,0.999,809,99.134,98.7
Llit,POD,ANN,RUN1,PA1,0.999,2,100,0
